"","word","counts","aveScore"
"4941","evacuate",1,6.713
"4942","pyromania",1,0.439
"4946","cabelo",1,0.8005
"4947","jesamine",1,4.385
"4952","banapple",1,1.168
"4954","crab",1,0.093
"4957","d.arbanville",1,4.959
"4958","matthew",1,2.531
"4959","moonshadow",1,1.757
"4962","lup",1,0.789333333333333
"4964","steig",1,1.504
"4965","traumboot",1,1.504
"4967","amadeo",1,0.135
"4969","appuntamento",1,0.428
"4974","kathrin",1,0.789
"4977","dimmelo",1,0.422
"4978","settembre",1,0.422
"4982","seemannsherz",1,0.58
"4984","frau",1,0.2912
"4989","blutroten",1,0.97
"4990","steinen",1,0.97
"4992","weht",1,0.115
"4993","sudwind",1,0.115
"4998","cubana",1,0.645
"5000","traumt",1,2.158
"5003","prinzen",1,0.512
"5010","manuel",1,0.513
"5022","oho",1,0.820333333333333
"5025","personalita",1,2.17
"5027","precipite",1,0.13
"5028","volissime",1,0.13
"5029","volmente",1,0.13
"5039","himmelszelt",1,0.466
"5040","schwarze",1,0.297666666666667
"5046","habanero",1,1.342
"5047","schat",1,1.824
"5048","andalucia",1,2.981
"5055","scheint",1,1.803
"5056","zeeman",1,0.503
"5058","diligence",1,0.373
"5059","lea",1,1.54732323232323
"5061","marian",1,1.23045454545455
"5062","maribaja",1,0.361
"5069","vive",1,1.79272222222222
"5072","received",1,0.439
"5081","d.amitie",1,0.467
"5087","n.en",1,1.79918666666667
"5088","restait",1,0.221
"5090","serais",1,0.221
"5091","celle",1,0.221
"5092","goodbye.s",1,1.9865
"5102","derniers",1,0.188
"5103","seront",1,0.188
"5104","premiers",1,0.188
"5107","partez",1,0.883
"5110","suffisait",1,0.268
"5115","l.or",1,2.04231818181818
"5117","hommes",1,0.452
"5119","zora",1,0.88025
"5120","sourit",1,0.386
"5122","krush",1,0.193
"5123","disrespectful",1,0.469
"5129","anniversaire",1,0.248
"5132","disent",1,0.31
"5133","desormais",1,0.377
"5134","labt",1,0.679
"5136","emmenez",1,0.29
"5138","frag",1,0.959416666666667
"5143","sapere",1,1.676
"5144","izabelle",1,0.521
"5145","guerra",1,0.456
"5146","guerre",1,0.456
"5148","plaisirs",1,0.909
"5149","demodes",1,0.909
"5151","emmerdes",1,0.237
"5154","irons",1,0.348
"5155","verone",1,0.348
"5159","t.laisses",1,1.257
"5162","creux",1,0.702
"5163","epaule",1,0.702
"5176","d.la",1,1.33537931034483
"5177","joie",1,0.836
"5181","jaxson",1,0.645
"5184","redskin",1,0.516
"5185","skyliner",1,1.626
"5186","fried",1,0.487
"5188","whirligig",1,1.132
"5191","ornithology",1,2.11
"5193","gaye",1,0.75
"5196","benji.s",1,0.411
"5197","X1939",1,NA
"5199","mohair",1,0.993
"5204","priest",1,0.263
"5206","floating",1,1.93
"5213","dov.e",1,1.811
"5214","gypsies",1,7.669
"5215","tramps",1,7.669
"5219","dollies",1,0.324
"5225","mater",1,2.8806
"5227","beginnings",1,3.087
"5230","dialogue",1,0.504
"5231","truman",1,1.053
"5232","niagara",1,0.343
"5233","poem",1,0.24925
"5234","X58",1,NA
"5236","X68",1,NA
"5238","bruised",1,0.695
"5241","mystique",1,2.1
"5244","megachic",1,0.368
"5247","faire",1,0.576333333333333
"5248","holidae",1,2.608
"5249","thurr",1,6.697
"5251","champion",1,4.32675
"5252","sofres",1,1.002
"5254","queres",1,1.002
"5255","concerns",1,3.458
"5256","transform",1,0.521
"5258","loyal",1,0.32
"5259","bs",1,1.88198148148148
"5262","superhuman",1,0.391
"5264","X3x",1,NA
"5270","hesitation",1,0.235
"5272","rifing",1,0.176
"5274","snows",1,0.608
"5277","stumblin",1,3.4885
"5279","ace",1,1.69151147540984
"5280","auberge",1,0.877
"5281","espresso",1,0.156
"5285","johny",1,0.166
"5291","stainsby",1,0.413
"5292","touche",1,1.52875
"5293","benny",1,0.284
"5294","santini",1,0.284
"5295","dirrty",1,8.082
"5296","bionic",1,0.464
"5299","fuerte",1,0.474
"5302","siempre",1,0.159
"5304","burlesque",1,0.463
"5308","ven",1,1.48735282651072
"5309","conmigo",1,0.972
"5310","solamente",1,0.972
"5313","arthur.s",1,12.372
"5317","aline",1,2.09175
"5325","hava",1,0.740333333333333
"5326","nagila",1,0.644
"5328","bobba",1,3.006
"5330","hooka",1,0.6555
"5331","tooka",1,0.747
"5332","elsie",1,1.044
"5333","loddy",1,1.912
"5336","susannah",1,0.122
"5337","popeye",1,1.842
"5338","hitchhiker",1,1.842
"5340","t.swim",1,0.218
"5345","hully",1,0.517
"5350","anthony",1,1.535
"5355","downbound",1,0.149
"5357","havana",1,0.133
"5359","jaguar",1,0.13
"5362","juanda",1,0.135
"5364","lad",1,1.92961872909699
"5366","nadine",1,1.342
"5367","particular",1,4.755
"5368","rangutang",1,0.084
"5374","pooped",1,0.469
"5377","cc",1,0.991061224489796
"5381","mouthful",1,0.181
"5384","goodies",1,8.842
"5394","alexandrie",1,1.584
"5395","alexandra",1,1.584
"5398","l.on",1,1.39522641509434
"5399","s.est",1,0.625
"5401","l.eau",1,0.331
"5406","besoin",1,0.463
"5407","celui",1,0.903
"5410","cette",1,0.921
"5412","francaise",1,0.261
"5413","populaire",1,1.311
"5416","ecoute",1,0.221
"5420","j.y",1,1.98342105263158
"5422","puis",1,2.01
"5423","j.oublie",1,2.01
"5424","jacques",1,0.511
"5428","ferme",1,0.637
"5435","chanteur",1,0.268
"5436","malheureux",1,0.268
"5437","choses",1,1.053
"5439","lundi",1,2.485
"5442","gens",1,0.1895
"5446","magnolia",1,1.97
"5447","revenais",1,1.053
"5451","riche",1,2.5916
"5453","pleurer",1,0.223
"5454","succes",1,1.073
"5456","quelquefois",1,0.28
"5457","reveries",1,0.323
"5458","bonhomme",1,0.276
"5459","torni",1,0.267
"5462","marteau",1,1.706
"5463","soudain",1,0.383
"5466","contre",1,0.255
"5467","entier",1,0.376
"5468","voudrais",1,0.295
"5469","eclate",1,0.307
"5470","explose",1,0.307
"5473","m.a",1,1.66399025341131
"5474","trahi",1,0.31
"5475","printemps",1,0.582
"5476","wolverton",1,4.631
"5479","chiusa",1,0.524
"5481","alba",1,1.45125
"5482","dispettosa",1,0.533
"5483","desiderata",1,0.519
"5484","borgo",1,0.534
"5485","antico",1,0.534
"5486","buongiorno",1,0.613
"5487","tristezza",1,0.613
"5488","calamita",1,0.536
"5490","campane",1,0.543
"5491","nostalgia",1,0.543
"5496","piena",1,0.513
"5497","corde",1,0.9595
"5499","dincello",1,0.517
"5501","napule",1,0.585
"5502","milano",1,0.585
"5503","fragole",1,0.52
"5504","cappellini",1,0.52
"5505","giuramento",1,0.54
"5506","giuro",1,0.521
"5507","d.amarti",1,0.521
"5509","pianto",1,0.518
"5510","torrente",1,0.579
"5511","incantatella",1,0.561
"5512","l.eco",1,0.892666666666667
"5516","piace",1,0.523
"5518","letterine",1,0.516
"5520","stornello",1,0.579
"5521","marinaro",1,0.579
"5524","cristina",1,0.522
"5525","martellacore",1,0.836
"5527","pensare",1,0.343
"5529","nnammurata",1,0.516
"5530","ondamarina",1,0.518
"5532","peppeniello",1,0.536
"5533","trumbettiere",1,0.536
"5536","piazza",1,0.515
"5537","spagna",1,0.515
"5538","piccerella",1,0.669
"5540","povero",1,0.257
"5548","sedici",1,0.513
"5549","bionde",1,0.513
"5553","sto",1,1.47120884955752
"5554","aspettanno",1,0.516
"5555","fontane",1,0.564
"5556","garofano",1,0.537
"5559","usignolo",1,0.533
"5560","vecchia",1,0.529
"5562","zingarella",1,0.514
"5563","sai",1,1.68176744186047
"5564","zoccoletti",1,0.547
"5568","paddlin",1,2.574
"5569","madelin",1,1.3875
"5571","caretaker.s",1,0.645
"5573","wilderness",1,1.462
"5574","apron",1,0.133
"5577","frage",1,1.98166666666667
"5578","fragen",1,2.466
"5579","erster",1,0.343
"5580","gedanke",1,0.343
"5586","finders",1,0.081
"5587","keepers",1,0.081
"5588","whiz",1,1.122
"5590","user",1,1.46284615384615
"5598","mumblin",1,0.122
"5599","mosie",1,0.122
"5604","kuessen",1,3.501
"5605","sag",1,1.35383333333333
"5606","ihm",1,1.151
"5607","santa.s",1,0.482
"5609","saviour.s",1,1.768
"5610","traum",1,0.955875
"5611","schoolboy",1,0.143
"5616","drags",1,1.42333333333333
"5617","vreni",1,0.122
"5621","wired",1,2.715
"5625","suez",1,0.703
"5628","bubbly",1,10.727
"5631","atlas",1,0.99
"5637","technicolor",1,1.008
"5638","parachutes",1,0.587
"5639","politik",1,0.055
"5643","swallowed",1,0.053
"5653","capacity",1,0.455
"5655","chong",1,1.004
"5657","geto",1,0.305
"5659","X75",1,NA
"5660","aiutami",1,0.446
"5662","barcarole",1,3.426
"5663","romana",1,0.478
"5664","colombino",1,0.13
"5665","seltsames",1,2.766
"5666","drownin",1,2.41566666666667
"5668","bleiben",1,0.421
"5669","angelino",1,0.421
"5670","insel",1,1.006
"5671","funr",1,1.006
"5674","funiculi",1,0.122
"5675","funicula",1,0.122
"5679","andro",1,1.7025
"5680","gelosia",1,4.275
"5681","valle",1,1.50904545454545
"5683","eco",1,1.63027380952381
"5686","napoli",1,0.446
"5688","paradiso",1,1.768
"5691","schiner",1,1.361
"5692","fremder",1,1.361
"5696","weh",1,1.75233333333333
"5701","valentino",1,1.384
"5702","tzigano",1,0.455
"5703","gehst",1,1.283
"5708","verliebt",1,0.546
"5709","verlobt",1,0.546
"5710","verheiratet",1,0.546
"5712","italiener",1,6.422
"5713","joni",1,0.624
"5714","don.tcha",1,0.771
"5716","pickup",1,0.252
"5717","scale",1,0.703
"5718","spirt",1,0.753
"5720","X1.2.3.4",1,NA
"5721","sumpin",1,5.544
"5726","orphan",1,0.905
"5729","brimful",1,4.592
"5730","asha",1,1.28975
"5733","net",1,1.3086
"5735","toen",1,2.083
"5740","tub",1,2.29461538461538
"5741","eats",1,1.34223076923077
"5745","woodside",1,2.359
"5746","lester",1,2.205
"5747","leaps",1,2.205
"5748","peas",1,0.755
"5750","panassie",1,1.046
"5753","robbin.s",1,0.669
"5755","dusty",1,0.967
"5756","shoutin",1,0.184
"5757","accidentally",1,5.79
"5758","silences",1,1.123
"5761","colourblind",1,0.056
"5763","hanginaround",1,1.899
"5765","potters",1,0.05
"5768","agenda",1,1.613
"5770","flava",1,2.743
"5779","badge",1,1.306
"5780","nsu",1,1.2655
"5782","spoonful",1,0.057
"5783","brew",1,1.254
"5784","swlabr",1,0.082
"5787","bringdown",1,0.079
"5788","wrapping",1,0.221
"5792","lodi",1,1.3585
"5793","porterville",1,0.094
"5794","sailors",1,0.238
"5797","hiker",1,4.563
"5800","pied",1,3.8135
"5804","possessed",1,0.107
"5807","slums",1,0.147
"5808","pineapple",1,0.339
"5811","moans",1,0.12
"5813","erd",1,1.41284403669725
"5814","beermund",1,1.185
"5815","adelante",1,0.474
"5819","rendez",1,0.478857142857143
"5823","chameleon",1,22.967
"5825","victims",1,1.539
"5826","charity",1,0.3
"5827","freddie.s",1,4.478
"5830","goonie.s",1,1.859
"5831","unabbreviated",1,0.107
"5835","sergeant",1,1.503
"5836","major.s",1,1.0555
"5838","acaso",1,0.835
"5839","chegasse",1,0.835
"5840","laffy",1,4.012
"5844","gasolina",1,5.716
"5851","technologic",1,0.61
"5853","regen",1,1.634
"5854","kam",1,0.822666666666667
"5856","rever",1,1.74420994475138
"5857","darla",1,0.575
"5858","dirladada",1,0.575
"5859","gerade",1,0.276
"5860","jahr",1,0.276
"5863","X78",1,NA
"5864","l.amoroso",1,2.763
"5865","zingari",1,0.515
"5866","gitanes",1,0.515
"5867","guitare",1,1.353
"5868","tambourin",1,4.06385714285714
"5869","danser",1,0.239
"5871","l.ultimo",1,0.269
"5872","valzer",1,0.269
"5877","fleurs",1,0.766
"5880","alter",1,1.20075
"5881","zeit",1,0.133
"5882","parle",1,1.341
"5884","romantica",1,1.76
"5885","salma",1,0.924
"5886","salama",1,0.589
"5889","n.as",1,1.37186666666667
"5890","caractere",1,1.504
"5895","clancy",1,0.666
"5896","lowered",1,0.547
"5900","shakespeare",1,0.5625
"5907","sunchyme",1,4.734
"5908","sandstorm",1,6.882
"5910","concentration",1,0.079
"5911","doodah",1,0.13
"5913","tabatha",1,0.362
"5914","twitchit",1,0.362
"5919","antoinette",1,1.179
"5920","zabadak",1,3.345
"5923","X87",1,NA
"5924","career",1,0.108
"5928","madmen",1,0.052
"5931","warhol",1,0.095
"5933","baal.s",1,0.264
"5935","cactus",1,0.052
"5940","spaceboy",1,2.975
"5941","onto",1,0.441
"5942","deranged",1,0.051
"5943","grinning",1,0.094
"5947","moonage",1,0.075
"5948","pallas",1,0.541
"5952","repetition",1,0.107
"5956","tibet",1,0.566
"5961","suffragette",1,1.283
"5966","prettiest",1,0.094
"5967","thursday.s",1,1.079
"5968","tvc",1,2.001
"5971","schneider",1,0.118
"5973","freecloud",1,0.082
"5974","daydreamer",1,1.836
"5979","mutiny",1,0.201
"5982","clubbing",1,0.284
"5983","myfanwy",1,0.255
"5984","tahiti",1,0.266
"5985","applebee",1,4.011
"5989","stripper",1,5.182
"5990","alvin.s",1,2.481
"5992","chipmunk",1,4.167
"5995","natale",1,2.352
"5996","candida",1,3.42
"5999","obey",1,0.163
"6003","hominy",1,0.159
"6004","grits",1,0.159
"6007","gladly",1,0.142
"6008","drinker",1,0.3095
"6014","mandolino",1,0.38
"6018","chils",1,0.454
"6019","worse",1,0.434
"6031","anya",1,0.742
"6033","demon.s",1,0.079
"6035","mandrake",1,0.058
"6040","spacetruckin",1,0.359
"6041","stormbringer",1,0.097
"6044","armageddon",1,3.159
"6048","rocked",1,7.444
"6050","slang",1,0.565
"6052","X625",1,NA
"6057","hats",1,2.395
"6058","larry",1,4.738
"6059","sue.s",1,0.949
"6061","wamboo",1,0.115
"6064","desejos",1,0.701
"6065","ainsi",1,0.294
"6066","soit",1,0.294
"6067","kyrila",1,0.216
"6070","aupres",1,0.63
"6072","profeta",1,0.225
"6073","saro",1,0.3725
"6074","schin",1,1.05066666666667
"6075","schines",1,3.138
"6077","arcadia",1,3.138
"6078","roussos",1,0.862
"6082","blasphemous",1,1.789
"6084","condemnation",1,1.266
"6085","death.s",1,0.164
"6086","X04",1,NA
"6089","windscreen",1,0.476
"6091","tension",1,0.137
"6092","freelove",1,2.436
"6094","martyr",1,2.471
"6095","servant",1,3.425
"6097","policy",1,4.752
"6099","strangelove",1,6.812
"6102","darkest",1,0.232
"6107","israelites",1,10.724
"6110","bootylicious",1,9.927
"6111","cater",1,1.63125
"6119","dubious",1,0.126
"6120","geno",1,1.684
"6126","pops",1,0.7404
"6127","composer",1,0.635
"6131","eaten",1,2.184
"6133","phill",1,2.3605
"6136","muscles",1,2.998
"6137","swept",1,1.253
"6140","upfront",1,0.218
"6145","mountain.s",1,3.666
"6146","mata",1,0.5338
"6148","teresa",1,3.159
"6165","strobo",1,0.486
"6166","tage",1,0.842296296296296
"6167","diese",1,0.5076
"6169","puritania",1,0.15
"6171","musicians",1,0.87
"6178","shan",1,1.13845161290323
"6179","tay",1,1.45466279069767
"6183","caboose",1,0.488
"6185","salomee",1,0.88
"6197","dealing",1,0.159
"6202","undertaker",1,0.585
"6203","blowtop",1,0.572
"6207","reservations",1,0.572
"6210","smiled",1,0.115
"6212","mache",1,0.369
"6221","havin",1,1.64223529411765
"6227","majestic",1,0.831
"6231","moreno",1,0.835
"6232","periquitinho",1,0.835
"6234","badges",1,0.75
"6235","posters",1,0.75
"6236","stickers",1,0.75
"6237","tshirts",1,0.75
"6238","waterline",1,0.363
"6239","eastbound",1,0.112
"6240","encores",1,0.997
"6243","industrial",1,1.242
"6246","investigations",1,5.136
"6248","skateaway",1,1.59
"6253","latch",1,1.279
"6255","winnie",1,0.11
"6257","honeytree",1,0.11
"6258","dirtee",1,2.723
"6260","manteca",1,4.384
"6261","tunisia",1,2.894
"6266","vampires",1,0.226
"6268","tyson",1,0.584
"6269","daze",1,1.03866666666667
"6270","parents",1,2.206
"6274","jeff",1,0.144333333333333
"6277","stern",1,1.95585714285714
"6278","deinen",1,3.553
"6279","namen",1,1.608
"6280","tragt",1,3.553
"6281","uuh",1,5.345
"6283","djangology",1,1.506
"6287","laces",1,1.71791666666667
"6294","fatto",1,0.263
"6296","finestra",1,0.424
"6297","cortile",1,0.424
"6298","dio",1,1.66519230769231
"6300","dopo",1,0.254
"6302","farfalle",1,0.467
"6303","giovane",1,0.463
"6305","l.anniversario",1,0.228
"6306","l.avventura",1,0.359
"6308","lontananza",1,1.488
"6311","lettera",1,0.441
"6312","libero",1,0.446
"6313","marinai",1,0.334
"6315","guai",1,0.497
"6316","mariti",1,0.563
"6317","milioni",1,0.469
"6318","scintille",1,0.469
"6319","musetto",1,0.527
"6320","nisciuno",1,0.528
"6322","sape",1,0.97775
"6324","lunga",1,1.837
"6325","piange",1,0.532
"6326","telefono",1,0.894
"6327","resta",1,1.7916
"6329","mme",1,1.61254723127036
"6330","selene",1,0.457
"6331","pago",1,0.265
"6332","strada",1,0.91675
"6333","nfosa",1,0.532
"6334","tuta",1,0.249
"6336","pisci",1,0.516
"6337","spada",1,0.516
"6338","calcio",1,0.255
"6339","vecchio",1,0.465
"6340","frack",1,0.465
"6349","abe",1,1.74894736842105
"6350","lincoln",1,0.789
"6352","sundays",1,0.131
"6354","laundry",1,5.92
"6355","quietly",1,0.208
"6357","lilah",1,2.82238461538462
"6358","ny",1,1.38159451219512
"6361","allah",1,1.70471428571429
"6362","worthless",1,1.071
"6364","driedel",1,1.622
"6365","vincent",1,6.713
"6367","systems",1,0.543
"6368","gershwin",1,1.538
"6370","cowley",1,0.27
"6374","trigger",1,5.171
"6376","unkind",1,1.992
"6378","hostage",1,1.324
"6380","shelf",1,0.291
"6383","rover",1,1.1185
"6385","barabajagal",1,1.602
"6387","celia",1,0.467
"6388","seals",1,0.467
"6389","epistle",1,1.983
"6390","hurdy",1,7.835
"6391","gurdy",1,7.835
"6393","juniper",1,2.601
"6394","lalena",1,1.393
"6396","riki",1,0.6005
"6398","tavi",1,2.229
"6399","souljer",1,0.313
"6402","kensington",1,0.082
"6403","trudi",1,0.079
"6404","turquoise",1,0.291
"6406","doop",1,4.537
"6408","cooks",1,0.579
"6410","sugarbush",1,4.088
"6411","thata",1,2.079
"6413","windowsill",1,1.182
"6417","cuttin",1,1.719
"6423","conceal",1,0.2605
"6424","reveal",1,0.184
"6426","tap",1,1.594125
"6427","jiggilly",1,0.38
"6428","jang",1,2.19623076923077
"6429","possess",1,0.5345
"6431","able",1,1.98408108108108
"6433","rackety",1,0.377
"6434","teachers",1,0.369
"6437","deadwood",1,0.658
"6441","shi",1,1.24853015075377
"6445","episode",1,2.642
"6446","kush",1,0.775
"6447","loveline",1,0.5335
"6448","roland",1,0.593
"6449","roadie",1,0.593
"6450","gertrude",1,0.593
"6451","groupie",1,0.593
"6452","sylvia.s",1,10.95
"6453","marmor",1,3.301
"6454","eisen",1,1.53633333333333
"6455","bricht",1,3.301
"6456","X0",1,NA
"6459","crew",1,0.2775
"6461","furthest",1,0.363
"6463","hyfr",1,0.465
"6464","marvin.s",1,0.863
"6466","morton",1,0.361
"6469","tuscan",1,0.359
"6473","tang",1,1.61212765957447
"6476","paladin",1,1.011
"6477","bobbie",1,0.1015
"6480","gidget",1,0.122
"6481","moovin",1,0.366
"6485","shazam",1,1.301
"6486","earthquake",1,1.371
"6487","stalkin",1,0.143
"6488","yep",1,1.238
"6491","streisand",1,4.721
"6492","warwick",1,3.313
"6500","sticking",1,0.18
"6501","roadside",1,0.498
"6503","romp",1,0.2
"6504","bakiff",1,0.177
"6505","bandanna",1,0.201
"6508","firewater",1,1.707
"6510","bli",1,1.436
"6511","blip",1,0.177
"6512","bluejean",1,0.163
"6515","carnegie",1,0.185
"6518","cootie",1,0.481
"6520","brava",1,0.186
"6522","doings",1,0.201
"6525","diminuendo",1,1.545
"6526","crescendo",1,1.545
"6528","ducky",1,0.202
"6529","wucky",1,0.202
"6532","eerie",1,0.201
"6533","furious",1,0.203
"6538","giddybug",1,0.177
"6539","gallop",1,0.177
"6541","harlemania",1,0.201
"6542","hayfoot",1,0.642
"6543","strawfoot",1,0.642
"6545","cutter",1,0.198
"6546","immigration",1,0.201
"6547","mellotone",1,0.498
"6548","mizz",1,0.201
"6551","convulsions",1,0.202
"6552","potpourri",1,0.199
"6553","wog",1,0.202
"6560","stem",1,0.877571428571429
"6561","samoan",1,0.204
"6562","hoodlums",1,0.203
"6564","dooji",1,0.201
"6565","paducah",1,0.201
"6568","raincheck",1,0.185
"6569","raisin",1,0.148
"6571","roseland",1,0.79
"6573","scattin",1,0.612
"6576","sepia",1,0.503
"6579","sherman",1,0.8415
"6580","showboat",1,0.407
"6581","slap",1,0.2555
"6584","smorgasbord",1,0.201
"6585","schnapps",1,0.201
"6588","subtle",1,0.201
"6589","sump.n",1,2.8735
"6590","swampy",1,0.203
"6591","creeper",1,1.35525
"6592","tries",1,0.178
"6593","mooche",1,3.925
"6595","tishomingo",1,0.202
"6598","spades",1,0.201
"6599","downbeat",1,0.202
"6603","barbarella",1,2.126
"6605","presidente",1,2.21
"6606","notorious",1,8.746
"6608","breathin",1,0.558142857142857
"6609","chauffeur",1,0.398
"6610","reflex",1,10.474
"6612","violence",1,4.142
"6614","proved",1,2.24
"6616","ounce",1,1.35478571428571
"6622","doolin",1,0.542
"6623","dalton",1,0.542
"6624","X55",1,NA
"6627","resort",1,0.381
"6628","witchy",1,2.62
"6632","dunes",1,0.753
"6633","heritage",1,0.957
"6635","magnetic",1,1.136
"6636","serpentine",1,1.594
"6637","yearnin",1,0.728
"6640","gooden",1,2.551
"6641","lego",1,2.142
"6644","l.homme",1,2.117
"6646","fanfare",1,0.142
"6648","gabbie",1,0.433
"6649","wearyin",1,0.163
"6651","montparnasse",1,0.155
"6654","stairs",1,1.0348
"6656","zambesi",1,1.95
"6660","sultan.s",1,0.1505
"6661","harem",1,0.201
"6662","faw",1,0.569
"6665","noah.s",1,0.201
"6669","toots",1,2.368
"6671","snoops",1,0.815
"6672","sophie",1,0.201
"6675","shorty",1,0.13
"6676","guybo",1,0.052
"6678","stockin.s",1,0.508666666666667
"6680","alli",1,1.71952592592593
"6682","chases",1,0.836
"6685","anema",1,2.72375
"6687","dungaree",1,2.164
"6689","ganze",1,0.4995
"6692","oceana",1,0.703
"6697","grain",1,0.269
"6698","stud",1,0.7975
"6699","texarkana",1,2.703
"6702","dames",1,0.586
"6706","custom",1,0.5124
"6712","jo.anna",1,2.2605
"6713","harmless",1,0.9925
"6714","romancing",1,1.625
"6716","dainty",1,0.523
"6724","adobe",1,1.572
"6725","hacienda",1,1.572
"6727","remembrance",1,0.508
"6729","ager.s",1,0.900333333333333
"6730","chosen",1,0.983
"6732","heroine",1,0.23
"6734","quoi",1,0.6948
"6735","sert",1,0.864052631578947
"6736","hambourg",1,0.135
"6737","leur",1,1.7063
"6739","hymne",1,1.354
"6740","comment",1,0.134
"6742","n.es",1,1.36533146067416
"6743","ange",1,1.50693724696356
"6744","l.accordeoniste",1,1.39
"6745","goualante",1,0.627
"6748","amants",1,0.135
"6749","d.un",1,0.817947368421053
"6751","dieu",1,0.658857142857143
"6752","legionnaire",1,0.585
"6753","regrette",1,3.913
"6755","opinion",1,0.122
"6756","publique",1,0.122
"6758","pasteis",1,0.752
"6759","carnavalesco",1,0.626
"6760","bolim",1,0.835
"6761","bolacho",1,0.835
"6762","confessa",1,1.002
"6764","minas",1,1.503
"6765","gerais",1,1.503
"6767","buraco",1,0.701
"6769","comb",1,1.54133333333333
"6771","persia",1,1.0006
"6772","abyssinia",1,0.252
"6773","nuff",1,0.63
"6774","whirlpool",1,0.189
"6775","picks",1,1.6425
"6777","struggling",1,0.201
"6779","restera",1,0.423
"6780","figlio",1,0.244
"6781","perduto",1,0.244
"6785","forse",1,0.441
"6786","viaggia",1,0.532
"6788","voglia",1,0.26
"6792","X10538",1,NA
"6793","buildings",1,0.365
"6794","daybreaker",1,0.325
"6795","X4000",1,NA
"6797","elo",1,1.75592626728111
"6799","nightrider",1,0.107
"6800","poorboy",1,0.107
"6802","rockaria",1,1.561
"6804","marston",1,0.093
"6805","moor",1,0.588333333333333
"6807","X1644",1,NA
"6808","horace",1,0.418
"6809","wimp",1,0.418
"6812","michigan",1,0.837
"6813","vilia",1,0.837
"6816","petootie",1,0.602
"6827","lonesomest",1,0.177
"6828","fuhle",1,0.122
"6832","ky",1,1.6556045751634
"6833","mcpherson",1,0.568
"6834","rehearsin",1,0.568
"6835","paganini",1,0.646
"6836","decided",1,0.9712
"6837","wubba",1,0.564
"6844","wacky",1,0.573
"6846","blacksmith",1,2.848
"6847","o.morgan",1,0.752
"6848","burlington",1,0.752
"6849","bertie",1,0.752
"6852","birch",1,0.753
"6855","allowed",1,0.475333333333333
"6856","bennie",1,9.231
"6857","jets",1,5.0745
"6860","choc",1,0.5844
"6865","elderberry",1,0.094
"6867","elton",1,0.394
"6870","inn",1,1.64761157024793
"6873","levon",1,1.456
"6875","madman",1,0.05
"6876","lisas",1,0.05
"6877","hatters",1,0.05
"6878","passengers",1,1.032
"6881","recover",1,0.5805
"6882","sartorial",1,0.244
"6883","eloquence",1,0.244
"6885","screw",1,0.094
"6886","holster",1,0.099
"6889","X34",1,NA
"6891","toledo",1,0.285
"6892","adrian",1,0.194
"6897","cain",1,0.749375
"6898","clubland",1,0.241
"6899","unexpected",1,0.12
"6900","gears",1,0.269
"6902","crowded",1,0.366
"6903","heathen",1,0.137
"6908","oliver.s",1,2.511
"6909","telescope",1,0.05
"6910","shipbuilding",1,0.189
"6911","sulky",1,0.587
"6912","peoples",1,0.136
"6915","cryer",1,0.124
"6917","detectives",1,2.791
"6919","bowed",1,0.461
"6920","tripped",1,1.0725
"6929","clam",1,1.30866666666667
"6930","doncha",1,0.533
"6938","komme",1,1.32133333333333
"6939","indescribably",1,1.37
"6942","X1971",1,NA
"6943","cousins",1,3.055
"6946","legged",1,0.8875
"6948","liked",1,0.078
"6949","milkcow",1,0.529
"6951","denn",1,0.462
"6952","shep",1,0.695166666666667
"6953","sided",1,0.132
"6956","polk",1,1.9604
"6957","salad",1,0.252
"6961","reconsider",1,0.331
"6963","rubberneckin",1,5.656
"6964","spinout",1,0.99
"6971","hasn.t",1,0.639
"6975","juanita",1,1.471
"6977","serena",1,1.15044318181818
"6978","calm",1,1.361
"6981","berzerk",1,1.376
"6984","headlights",1,0.308
"6987","kim",1,0.96325
"6988","mosh",1,0.354
"6991","role",1,0.756428571428571
"6993","collapse",1,0.558
"6999","lija",1,0.259
"7001","brings",1,0.167
"7004","callas",1,0.053
"7005","carly.s",1,0.442
"7009","culpa",1,2.729
"7010","morphing",1,0.052
"7011","principles",1,1.866
"7012","sadeness",1,15.434
"7015","voyager",1,0.24
"7016","lloyd",1,3.853
"7019","ogrillo",1,0.669
"7021","miserere",1,1.284
"7022","sighed",1,1.284
"7025","nocturno",1,0.602
"7026","quartet",1,0.6775
"7027","faust",1,0.627
"7028","penetre",1,0.627
"7029","depouvante",1,0.627
"7031","grief",1,0.627
"7032","quantiocchi",1,1.49
"7033","fisi",1,1.49
"7034","kindly",1,1.49
"7035","heavens",1,1.49
"7036","nostri",1,1.326
"7037","monti",1,1.326
"7040","celebrer",1,0.614
"7041","victoire",1,0.614
"7042","soave",1,1.333
"7043","fanciulla",1,1.333
"7049","cavalleria",1,1.388
"7050","rusticanna",1,1.388
"7051","brindisi",1,1.388
"7052","juin",1,0.614
"7053","chantique",1,0.669
"7055","dorn",1,1.363
"7056","sebastian",1,0.753
"7057","garibaldi.s",1,0.614
"7058","ideale",1,0.837
"7060","raccantodi",1,1.388
"7061","radolfo",1,1.388
"7062","rudolph.s",1,1.388
"7063","recital",1,1.388
"7066","misero",1,0.669
"7070","sultanto",1,0.203
"7071","vaghissima",1,0.203
